name,category,lat,lng,address,municipality,barangay,hotline,bed_capacity,trauma_er,facility_level,capacityInfo
Ang Dating Daan,government,15.304411,120.574164,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Mayfarm Bottled Water Station,supermarket,15.305547,120.575768,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · water
PC Square,supermarket,15.31362,120.949956,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · computer
Lio-Clean Store,supermarket,14.838249,120.813467,"Kantoboy Street, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
FERNANDO's RESIDENCES,government,14.817158,120.824264,"Tawiran - Matimbo Diversion Road, Pampanga, Pampanga",Pampanga,Central,+63447972672,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
"Gat Blas F. Ople Sentro ng Kabataan, Sining at Kultura ng Bulacan",government,14.855228,120.814583,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
PGB Commercial Building II,government,14.856203,120.815693,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
PNB - Malolos,supermarket,14.842488,120.810743,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · atm
Lubao International Hot Air Balloon Festival,government,14.88144,120.507433,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Pandayan Bookshop,supermarket,14.964793,120.633027,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · books
Rural Bank of Jaen,supermarket,15.341361,120.916449,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
New Bank of San Leonardo,supermarket,15.309121,120.906608,"Jose Abad Santos Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
CMC Bakery,supermarket,15.309117,120.905764,"Jose Abad Santos Avenue, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bakery
Minute Burger,supermarket,15.309198,120.905973,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Simon Photobooth & Digital Photography,supermarket,14.86912,120.467108,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · photo
BDO,supermarket,15.235091,120.844296,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · atm
Photoshoppe,supermarket,14.836215,120.733683,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · photo
KAHU General Merchandise,supermarket,14.849933,120.804364,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · hardware
Señorito's Broasted Chicken,supermarket,14.856333,120.812081,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Omorfos Skylos Kennel,supermarket,14.838112,120.784665,"Tabon Street, Pampanga, Pampanga",Pampanga,Central,+63 943 916 7456,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · pet
Mabalacat City Disaster Risk Reduction Management Office,government,15.242833,120.563849,"Derrick Drive, Pampanga, Pampanga",Pampanga,Central,+63 998 999 4357,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Picnic_site Facility,government,15.138256,120.549772,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
La Casa Prima,government,15.16482,120.602765,"Don Rosauro Street, Angeles, Pampanga",Angeles,Central,+63 977 862 1037,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Chooks To Go,supermarket,14.840206,120.740427,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Suzuki Motors,supermarket,14.838601,120.739578,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · motorcycle
San Juan Bautista,government,15.324409,120.892875,"Niyugan, Jaen, Pampanga",Jaen,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Golden Key Construction Supply,supermarket,15.323995,120.589813,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · hardware
fahad's apartment,government,15.183588,120.586425,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Provincial Training Center Tesda -Malolos,school,14.848083,120.813857,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Evacuation Shelter / Education Facility,High-Ground Evacuation Shelter · Relief Goods Depot
Iglesia ni Cristo,government,15.251088,120.652208,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Trike Magalang-Dolores Terminal,government,15.213577,120.659476,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Emily Store,supermarket,15.251243,120.651833,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Jeremiah United Methodist Church,government,15.251605,120.652501,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Lyn Store,supermarket,15.251299,120.65193,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Trike Terminal,government,15.251402,120.652055,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Trike Magalang - San Miguel Terminal,government,15.213652,120.65947,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Rochelven Store & Hot Pandesal,supermarket,15.213183,120.657305,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bakery
Friendship United Methodist Church,school,15.162217,120.557608,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Evacuation Shelter / Education Facility,High-Ground Evacuation Shelter · Relief Goods Depot
Kalye Sikanan (Crossfit),government,15.144372,120.560553,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Gustav,supermarket,15.046422,120.690616,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Ichiban Smokegrill and Buffet,supermarket,15.046308,120.69054,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Kannada resort,government,14.875722,120.838689,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Pastry Chef,supermarket,14.893636,120.866174,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
7-Eleven,supermarket,15.030976,120.714694,"North Luzon Expressway, San Fernando, Pampanga",San Fernando,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Haplos Ginhawa Spa,supermarket,14.880769,120.86063,"Tabang Local Road, Pampanga, Pampanga",Pampanga,Central,+63 975 252 0221,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · massage
Legs Trading,supermarket,14.816287,120.909301,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car_parts
Dr. Joyner,hospital,15.251661,120.653346,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,20,False,Primary Health Clinic / RHU,20 Beds · Hotline: (045) 961-0000 / 911
TailG E-Bike,supermarket,15.146034,120.588844,"Angeles, Pampanga",Angeles,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bicycle
TailG E-BIKE,supermarket,15.0333,120.687994,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bicycle
Tailg E-Bike,supermarket,15.175368,120.588001,"MacArthur Highway, Barangay Dau, Mabalacat, Pampanga",Mabalacat,Dau,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bicycle
KOB Gamefarm,government,15.296245,120.849534,"Santo Cristo, San Antonio, Pampanga",San Antonio,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Gino Go Gamefarm,government,15.310289,120.84954,"San Antonio, Pampanga",San Antonio,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
AB-JER Gamefarm,government,15.333165,120.906073,"Sapang, Jaen, Pampanga",Jaen,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
SARC Coliseum,government,15.314213,120.842185,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Sangguniang Pambarangay ng Iba-Ibayo,government,14.870309,120.771666,"Iba-Longos Road, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Iba Covered Court,government,14.877855,120.761638,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Iba-Ibayo Health Center,hospital,14.87032,120.771709,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,20,False,Primary Health Clinic / RHU,20 Beds · Hotline: (045) 961-0000 / 911
Metrobank,supermarket,15.179149,120.587181,"MacArthur Highway, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
St. Louie Memorial Chapel,supermarket,15.20311,120.580395,"Mabalacat, Pampanga",Mabalacat,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · funeral_directors
Cabiao Municipal Hall,government,15.252518,120.859915,"Jose Abad Santos Avenue, Cabiao, Nueva Ecija, Pampanga","Cabiao, Nueva Ecija",Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Hardware Store,supermarket,15.144719,120.559369,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · hardware
Barneys Burger,supermarket,15.130157,120.574104,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · cafe
La Verdad Christian School and Colleges,school,14.959367,120.759233,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Evacuation Shelter / Education Facility,High-Ground Evacuation Shelter · Relief Goods Depot
kwik n klin,government,14.952283,120.62804,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
central town,supermarket,15.129791,120.574317,"Friendship Highway, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
7-Eleven,supermarket,15.143662,120.559134,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Saleh,government,15.165919,120.582927,"Narciso Street, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
7-Eleven,supermarket,15.136641,120.586161,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · convenience
Seaoil,gas_station,14.930677,120.887423,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,SEAOIL Station,Gasoline & Diesel Fuel · SEAOIL
South Star Drug,pharmacy,14.954568,120.900019,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Pandayan Bookshop,supermarket,14.95244,120.900705,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · books
Mercury Drug,pharmacy,14.953983,120.901178,"Baliuag, Pampanga",Baliuag,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Pandayan Bookstore,supermarket,15.252233,120.859305,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · books
Andok's Manok,supermarket,15.25106,120.858677,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · fast_food
Mercury Drug,pharmacy,15.253464,120.86006,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
GM Bank Cabiao,supermarket,15.253903,120.860245,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Banco de Oro - Cabiao,supermarket,15.250576,120.858626,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Rural Bank of Jaen,supermarket,15.247101,120.85721,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Lacsina-Mariano,supermarket,15.245847,120.85697,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · hardware
G. Mercado Marketing,supermarket,15.245782,120.856684,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · furniture
Jeliana,pharmacy,15.247145,120.857455,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Vulcanizing,supermarket,15.245731,120.856875,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car_repair
Merlin - Palawan Express,supermarket,15.248207,120.857609,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · pawnbroker
Lotto Outlet,supermarket,15.248329,120.857655,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · lottery
Dulce Rose Pharmacy,pharmacy,15.248415,120.857689,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Pharmacy & Medical Supplies,"First-Aid, Essential Medications & Antibiotics"
Villarica,supermarket,15.24854,120.857911,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · pawnbroker
Goldilocks,supermarket,15.248635,120.857901,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bakery
Pawnbroker Store,supermarket,15.248935,120.858013,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · pawnbroker
Amor Drugstore,supermarket,15.24931,120.857942,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · chemist
Citizens Bank,supermarket,15.250341,120.858293,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · bank
Ace Hardware,supermarket,15.250725,120.858687,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · doityourself
Chow na,supermarket,15.252936,120.859861,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
R.V.D. Hardware,supermarket,15.253794,120.860434,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · hardware
Velasquez,supermarket,15.254222,120.860657,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · funeral_directors
Jeds,supermarket,15.255045,120.860723,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · furniture
T.P. Vergara Construction Supply,supermarket,15.256949,120.862059,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · hardware
ABC Pizza,supermarket,15.25957,120.864207,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Savana Inn,government,15.266163,120.86981,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Doha Inn,government,15.267235,120.869968,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Health Sub Center,hospital,15.27076,120.874481,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,20,False,Primary Health Clinic / RHU,20 Beds · Hotline: (045) 961-0000 / 911
C.N.E. Hardware,supermarket,15.273276,120.876086,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · hardware
Fuel Gold,gas_station,15.273402,120.876283,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Fuel Station,Gasoline & Diesel Fuel · Operational Fuel Point
Car_repair Store,supermarket,15.266895,120.870961,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · car_repair
San Fernando Norte Barangay Hall,government,15.272683,120.875777,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
LBC,government,15.308487,120.944827,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Vzen General Merchandise,supermarket,15.307916,120.945285,"Jose Abad Santos Avenue, Pampanga, Pampanga",Pampanga,Central,+63 44 333 0214,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · electronics
Cebuana Lhuillier,supermarket,15.307297,120.945556,"Cagayan Valley Road, Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · pawnbroker
Patio De Liz,government,15.306486,120.94565,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Jaen Police Station,police,15.337103,120.909571,"Jaen, Pampanga",Jaen,Central,117 / 911,0,False,Police Station / Law Enforcement,24/7 Security & Search and Rescue Standby
BISAYA VULCANIZING SHOP,supermarket,15.312181,120.938699,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · tyres
Gapan Rehabilitation Center,government,15.311226,120.949909,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
The Beanery,supermarket,14.859552,120.471113,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · cafe
Chester Sigua Photography Studio,supermarket,15.154319,120.59678,"1st Street, Pampanga, Pampanga",Pampanga,Central,+63 908 862 7850,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · photo
Bytesized Technologies,supermarket,15.154385,120.596735,"1st Street, Pampanga, Pampanga",Pampanga,Central,+63 908 862 7850,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · electronics
Mendoza Place,supermarket,14.840917,120.84607,"Pampanga, Pampanga",Pampanga,Central,+63 919 533 6189,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · furniture
La Teresita,government,15.165188,120.584251,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Bureau of Immigration - Angeles Field Office,government,15.163324,120.609109,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Casa Del Roque,government,15.165064,120.58408,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Juanita's,government,15.164156,120.584982,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Gossip,government,15.167298,120.588705,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
CLUB ASIA,government,15.16731,120.58881,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Bada Story,government,15.167313,120.588929,"Walking Street, Angeles City, Pampanga",Angeles City,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Bunny Ranch,government,15.167143,120.58924,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Western Fields,government,15.167222,120.589321,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Mix KTV,government,15.167106,120.589403,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Color,government,15.167562,120.588802,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Para,government,15.167503,120.588847,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Hollywood,government,15.167513,120.588956,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Aura,government,15.167667,120.588952,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Red Wind Mill,supermarket,15.167411,120.587811,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · restaurant
Sea Star,government,15.167437,120.587639,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Apple,government,15.167389,120.587489,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Bad Boy,government,15.16743,120.587529,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
RA,government,15.167271,120.588405,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Rob's Gastropub + Sports,government,15.166514,120.587389,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Wild Aces Poker Room,government,15.166355,120.587431,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Blackbeard's,government,15.16607,120.587432,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Valhalla,government,15.167178,120.586855,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Red,government,15.167311,120.586781,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
Nice & Nawty Love Shop,supermarket,15.167293,120.58664,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · erotic
Foot Massage,supermarket,15.167286,120.586582,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,Commercial & Retail Supplies Hub,Commercial & Retail Establishment · massage
Mulse,government,15.166888,120.586724,"Pampanga, Pampanga",Pampanga,Central,(045) 961-0000 / 911,0,False,"Municipal, Civic & Landmark Building",Public Infrastructure & Community Landmark
PNP Station 4 Tourist Centre,police,15.16679,120.584654,"Pampanga, Pampanga",Pampanga,Central,117 / 911,0,False,Police Station / Law Enforcement,24/7 Security & Search and Rescue Standby
